   237    0.55171E+04    0.15144E+01    0.19401E-01    0.41528E+02
   238    0.55065E+04    0.15688E+01    0.19570E-01    0.43182E+02
   239    0.54955E+04    0.16251E+01    0.19738E-01    0.44836E+02
   240    0.54837E+04    0.16834E+01    0.19906E-01    0.46486E+02
   241    0.54715E+04    0.17439E+01    0.20075E-01    0.48133E+02
   242    0.54587E+04    0.18063E+01    0.20243E-01    0.49778E+02
   243    0.54453E+04    0.18709E+01    0.20412E-01    0.51418E+02
   244    0.54313E+04    0.19376E+01    0.20581E-01    0.53054E+02
   245    0.54167E+04    0.20064E+01    0.20749E-01    0.54683E+02
   246    0.54017E+04    0.20773E+01    0.20918E-01    0.56306E+02
   247    0.53860E+04    0.21503E+01    0.21087E-01    0.57922E+02
   248    0.53698E+04    0.22257E+01    0.21255E-01    0.59531E+02
   249    0.53532E+04    0.23030E+01    0.21424E-01    0.61131E+02
   250    0.53360E+04    0.23827E+01    0.21592E-01    0.62721E+02
   251    0.53183E+04    0.24645E+01    0.21760E-01    0.64302E+02
   252    0.52999E+04    0.25486E+01    0.21929E-01    0.65873E+02
   253    0.52813E+04    0.26347E+01    0.22097E-01    0.67432E+02
   254    0.52621E+04    0.27231E+01    0.22264E-01    0.68978E+02
   255    0.52423E+04    0.28137E+01    0.22432E-01    0.70513E+02
   256    0.52222E+04    0.29066E+01    0.22599E-01    0.72036E+02
   257    0.52015E+04    0.30015E+01    0.22767E-01    0.73538E+02
   258    0.51804E+04    0.30988E+01    0.22934E-01    0.75033E+02
   259    0.51588E+04    0.31983E+01    0.23100E-01    0.76505E+02
   260    0.51368E+04    0.33000E+01    0.23267E-01    0.77970E+02
   261    0.51144E+04    0.34039E+01    0.23433E-01    0.79405E+02
   262    0.50914E+04    0.35101E+01    0.23599E-01    0.80833E+02
   263    0.50683E+04    0.36184E+01    0.23764E-01    0.82245E+02
   264    0.50445E+04    0.37289E+01    0.23929E-01    0.83636E+02
   265    0.50203E+04    0.38415E+01    0.24094E-01    0.84996E+02
   266    0.49958E+04    0.39565E+01    0.24258E-01    0.86349E+02
   267    0.49707E+04    0.40735E+01    0.24422E-01    0.87672E+02
   268    0.49453E+04    0.41928E+01    0.24586E-01    0.88980E+02
